system:index,ARVI,B11,B12,B2,B3,B4,B5,B6,B7,B8,DVI,GRVI,HH,HV,IRECI,LAI,MTCI,NDVI,REIP,RVI,VH,VV,agbd,random,.geo
202009_078E_024N_279,0.86588657,1130.0,486.0,136.0,299.0,200.0,528.0,1572.0,1910.0,1881.0,1675.0,0.22137405,7305,4057,4604.108,7.127913,3.6020067,0.80263156,716.8161,9.133333,-14.82227344758899,-7.55021173812537,189.517151,0.48135992871971245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75846431466452,29.69502801754128]}"
202009_078E_024N_512,0.8434733,1415.0,704.0,262.0,612.0,420.0,1050.0,2661.0,3094.0,3281.0,2904.0,0.20030935,11458,6992,7418.7124,7.0909023,3.5085034,0.77658975,717.94666,7.9521413,-16.90073369989834,-11.11540974473252,624.246155,0.4818111082536184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78886314042592,29.681096671366404]}"
202009_078E_024N_372,0.8082316,1299.0,773.0,220.0,518.0,411.0,936.0,2057.0,2399.0,2461.0,1789.0,0.08313539,6923,5874,3086.5505,5.596232,2.5,0.6692374,714.63586,5.0466323,-14.756168812856801,-8.976375884676571,299.796722,0.4821124212407165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76913136306165,29.689036401260676]}"
202005_078E_024N_203,0.8697307,2386.0,1138.0,248.0,570.5,403.0,1124.5,3404.5,3981.0,4151.5,3586.0,0.20342329,5082,2691,9329.178,7.6008043,3.9052403,0.816185,718.7497,9.88169,-20.35033282601934,-14.013118623154595,329.098999,0.4829505058428798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75538870876768,29.713949391716326]}"
202009_078E_024N_547,0.7935258,1464.0,826.0,324.0,738.0,563.0,1184.0,2658.0,2991.0,3067.0,2455.0,0.1232544,8710,6537,4830.2944,5.57872,2.3268921,0.68347216,714.0688,5.3185596,-15.59350411671779,-10.164641676720226,94.054947,0.4831613384653455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74084001223677,29.678618583982267]}"
202007_078E_024N_13,0.81246024,1895.0,987.0,320.0,645.0,522.0,1117.0,2281.0,2549.0,2851.0,2249.0,0.07667474,6652,3310,4075.662,5.6668215,3.0016751,0.69688135,716.709,5.598077,-17.375237321645013,-10.944661366248827,104.383118,0.48318875184732135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72486992312544,29.73621858957901]}"
202010_078E_024N_577,0.7079365,2575.0,1681.0,467.0,751.0,815.0,1386.0,2325.0,2591.0,2861.0,1975.0,-0.037931036,7854,4968,2982.2896,4.1066737,2.1895912,0.52450854,715.1888,3.2061741,-15.458856514712807,-8.710171052553452,157.93099975585938,0.48399554962104097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72570687805704,29.690430565079367]}"
202010_078E_024N_414,0.7715092,1484.0,859.0,236.0,451.0,444.0,829.0,1617.0,1840.0,1801.0,1250.0,-0.016018307,9294,5061,2616.4531,4.4372463,2.984283,0.60137457,717.2335,4.0172415,-14.908039931140744,-7.8544006565805855,194.571747,0.48408199253634976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72994553087746,29.702653523277068]}"
202007_078E_024N_190,0.7813256,1456.0,815.0,208.0,388.0,399.0,748.0,1555.0,1748.0,1762.0,1338.0,-0.005830904,9449,4926,2527.4978,4.7964954,2.6594005,0.60597825,715.81903,4.075862,-16.388180396750812,-10.436004663256272,122.812737,0.4842409516877967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69648493118443,29.692402182187394]}"
202007_078E_024N_207,0.817849,1065.0,528.0,186.0,377.0,290.0,634.0,1481.0,1854.0,1986.0,1551.0,0.09054326,8063,4652,3154.2507,6.439671,3.648294,0.7278273,718.85864,6.3482757,-19.46356527622733,-13.935429429535658,40.912769,0.48428802990647835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69418897421978,29.69012360969437]}"
202010_078E_024N_369,0.84092456,1496.0,794.0,240.0,541.0,426.0,971.0,2137.0,2452.0,2585.0,2231.0,0.10556186,8086,5011,4648.369,6.177738,2.8666666,0.72701055,716.26904,6.326291,-15.511817712824675,-9.216169571790749,150.209183,0.4846186388681669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73480097638563,29.706986346558264]}"
202009_078E_024N_692,0.79566133,1351.0,729.0,281.0,619.0,487.0,953.0,2163.0,2463.0,2598.0,2119.0,0.09589041,13895,6440,4545.2676,5.8905206,3.0095694,0.68313456,715.72925,5.311828,-15.890887291826445,-10.29347524910793,159.869385,0.48466072254508075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74016630981708,29.670490637792945]}"
202005_078E_024N_483,0.83987063,1471.0,714.0,220.0,469.0,365.0,731.0,2004.0,2260.0,2493.0,2118.0,0.15772358,10697,5693,4960.3013,6.791607,3.155022,0.75,716.72614,7.0,-14.381259809349656,-7.098596951970864,176.068451,0.48508725055776114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75815323563053,29.699311471730084]}"
202005_078E_024N_358,0.71847034,1755.5,1139.0,351.0,608.5,679.5,1027.0,1910.0,2095.5,2307.0,1520.0,-0.034018658,8437,4247,2079.8064,3.8435404,2.449407,0.52052164,716.37146,3.1718092,-16.163446067809655,-9.787327403687046,272.061951,0.4856147758740287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77486530603481,29.706235092336204]}"
202004_078E_024N_56,0.858518,1701.0,795.0,263.0,550.0,411.0,1051.0,2651.0,3168.0,3300.0,2834.0,0.1814059,6443,2793,6574.385,6.6509056,3.3080292,0.78227276,716.53174,8.185803,-16.902856337412757,-10.38854210706282,140.450775,0.48627642521213477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80707133560121,29.670658610484086]}"
202009_078E_024N_611,0.8733192,1178.0,573.0,184.0,497.0,301.0,875.0,2252.0,2498.0,2692.0,2390.0,0.26536313,9647,6283,5703.264,7.197613,3.014733,0.7995751,716.27264,8.978799,-16.000549176431328,-10.165868500363336,170.451828,0.48639226708918304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72822227898823,29.675339701521814]}"
202010_078E_024N_608,0.8857678,1353.0,657.0,133.0,316.0,200.0,569.0,1664.0,2029.0,2201.0,1983.0,0.2153667,6636,3728,5536.884,7.497985,3.616949,0.8357324,718.7577,11.175258,-14.717689427529711,-8.424800083159898,278.631714,0.4871322097221379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71513483098776,29.688749261558403]}"
202005_078E_024N_206,0.8675562,1760.5,894.5,249.5,588.5,444.0,1063.5,2753.0,3165.5,3461.5,2956.0,0.15076858,7983,3928,6791.743,6.7251196,3.3772545,0.7664988,717.4185,7.5703793,-15.545803646152807,-9.641422492393097,180.729126,0.4871352793940297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73781981859199,29.713557472785023]}"
202005_078E_024N_570,0.8928077,1414.0,661.0,142.0,368.0,243.0,733.0,2054.0,2526.0,2702.0,2387.0,0.15530303,6532,3745,5602.5986,7.0891113,3.425403,0.8128981,718.93524,9.689362,-16.70180664584911,-10.333685206719364,220.205582,0.48715068169651166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73469528467209,29.694803083035442]}"
202010_078E_024N_581,0.80826235,1627.0,899.0,258.0,514.0,459.0,927.0,2096.0,2565.0,2589.0,2111.0,0.047224525,7596,4136,4030.6328,5.843464,2.7965367,0.67811656,716.9075,5.2134295,-16.46130991642324,-10.131070516330377,207.200272,0.48716737409367106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.70659229181481,29.690019705218738]}"
202005_078E_024N_144,0.84099674,1654.0,842.5,271.0,662.5,425.5,1156.0,2883.0,3306.5,3392.5,2930.0,0.21743324,6676,3914,7108.3867,6.990495,3.0175881,0.77333254,716.2891,7.840151,-18.251327747041753,-13.013332348088248,681.029968,0.48774621157128684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77783211836946,29.717316850111732]}"
202005_078E_024N_210,0.757441,2193.0,1316.0,389.0,681.0,758.0,1223.0,2394.5,2730.5,2993.5,2258.0,-0.030755028,8762,4385,3590.1816,4.359971,2.6881108,0.592672,716.6157,3.910061,-13.112717292107762,-6.23111996749483,124.118248,0.48803605575487796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74660843902018,29.71341536691692]}"
202009_078E_024N_627,0.85883623,1046.0,518.0,136.0,327.0,234.0,658.0,1634.0,1901.0,1896.0,1593.0,0.16877638,8562,4757,3466.5222,6.5091333,2.731982,0.7626419,715.753,7.426087,-16.36548880527565,-11.268545942920724,210.710037,0.4887638460256848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74450690292456,29.67459260833195]}"
202009_078E_024N_290,0.7482647,1559.0,894.0,280.0,503.0,557.0,951.0,1748.0,1927.0,2094.0,1514.0,-0.009137056,4859,3797,2503.6475,4.1166854,2.3510637,0.5453351,714.479,3.398844,-15.085950662405333,-8.44023778967332,117.659187,0.48877587693613833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74891338372501,29.69426135209624]}"
202009_078E_024N_411,0.815859,1344.0,755.0,250.0,503.0,422.0,899.0,2074.0,2382.0,2476.0,1897.0,0.033272836,6288,3531,3191.946,5.502535,2.3595505,0.66951567,714.63965,5.051724,-14.825333932601264,-9.065961220430808,383.377167,0.4891252736622741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76580870072436,29.686072697513364]}"
202009_078E_024N_742,0.7671353,1575.0,941.0,255.0,457.0,453.0,857.0,1738.0,1926.0,2000.0,1451.0,-0.018489985,8685,3909,2387.2742,4.3682294,2.356974,0.59489053,714.8891,3.9369369,-16.801463775438208,-10.340356176569129,138.031021,0.48933329533904457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72756096399996,29.66630943469685]}"
202009_078E_024N_136,0.8590254,1488.0,750.0,191.5,405.0,301.0,734.5,2298.5,2825.0,2920.5,2404.5,0.14084633,7846,3894,6316.222,7.305835,4.158968,0.7789558,719.0272,8.070747,-15.884949351381353,-10.08055377462702,310.168274,0.48976173185783123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76970299684179,29.705736033351442]}"
202010_078E_024N_172,0.80388725,963.5,471.0,162.0,351.0,237.0,480.0,1295.0,1370.0,1471.0,1273.5,0.17525464,5552,3156,2637.6597,6.4292955,3.4035397,0.72703815,716.3552,6.327876,-16.728582407686844,-10.512300911174323,124.85081481933594,0.4901131785545332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77078058218534,29.723342718219072]}"
202009_078E_024N_183,0.895092,1525.0,650.0,178.0,443.0,268.0,872.0,2530.0,2953.0,3178.0,2932.0,0.26984128,7162,5163,8179.5146,7.801427,3.446458,0.8549391,717.2109,12.787313,-14.141051916673314,-7.811170108051269,98.41423034667969,0.4905166947126274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75683082074822,29.701780646201527]}"
202010_078E_024N_335,0.70777905,2181.0,1336.0,381.0,595.0,745.5,1163.5,1947.0,2175.5,2321.5,1670.0,-0.056774314,6567,3580,2616.4216,3.8992136,2.6311507,0.5187205,716.66455,3.15559,-15.615080943909453,-9.593995531010425,18.511287689208984,0.4907208774885857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74716446552036,29.710262264676317]}"
202010_078E_024N_263,0.79479766,1457.5,738.5,281.5,535.5,517.0,958.5,2128.5,2364.0,2541.0,1856.0,0.020199155,5825,3646,3041.1655,5.093034,3.044833,0.59447485,716.8192,3.9460459,-14.373785263748612,-7.918122679247673,374.6356201171875,0.4913808063859396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75355197937913,29.716188089459195]}"
202010_078E_024N_732,0.79201406,1295.0,675.0,252.0,524.0,438.0,903.0,1865.0,2069.0,2158.0,1702.0,0.0862069,13561,5397,3226.4885,5.284789,2.5622568,0.6738351,714.23914,5.1318684,-15.724179706954965,-9.12134498771302,373.680298,0.4914642706685105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71943699652655,29.67548068545624]}"
202007_078E_024N_107,0.7765007,1593.5,857.5,264.0,426.5,480.0,811.5,1796.5,2092.5,2401.0,1821.5,0.016890561,9009,6195,3290.1016,5.6978617,2.9561858,0.6282654,717.54486,4.3856344,-15.298265551897336,-8.696203372059143,99.278587,0.4914934922308124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73275141505073,29.72614246687567]}"
202008_078E_024N_374,0.69858944,2000.0,1189.0,406.0,665.0,666.0,1089.0,1967.0,2209.0,2355.0,1514.0,0.0025348542,9717,4731,2158.6248,4.2971506,2.1618497,0.53426677,713.6132,3.294304,-17.446527583983517,-10.409569167314523,113.416809,0.4916311405642543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73892830488055,29.6661924901528]}"
202010_078E_024N_663,0.89423984,1145.0,541.0,113.0,294.0,212.0,545.0,1714.0,2011.0,2101.0,1820.0,0.15984148,6999,3463,4849.208,7.3140044,3.8983958,0.7945619,718.56165,8.735294,-16.87245134606955,-10.202325221971385,158.100464,0.49195335331202517,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72060284254279,29.68541822967797]}"
202005_078E_024N_936,0.7916483,1373.0,772.0,237.0,484.0,428.0,865.0,1735.0,2002.0,2083.0,1586.0,0.052173913,9179,6564,2655.5654,5.0232825,2.2850356,0.6355811,714.97797,4.4881887,-16.05558769377592,-9.307752867103737,103.97669982910156,0.4919747860500312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7310834877472,29.673787946995997]}"
202006_078E_024N_32,0.67672527,3072.0,2127.0,569.0,916.5,1020.0,1558.0,2548.5,2878.0,3021.5,1989.5,-0.074906096,6603,3628,2914.5928,3.5035083,2.421949,0.4809234,715.4912,2.8529978,-16.396008618719442,-9.284709150890889,36.562981,0.4922027749330329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77875108052208,29.72680046865854]}"
202010_078E_024N_651,0.7048138,1863.0,1248.0,316.0,518.0,613.0,993.0,1768.0,1969.0,1999.0,1368.0,-0.030411448,9407,4770,2292.1514,4.120973,2.1729167,0.5187032,714.409,3.1554403,-14.843901756679982,-7.446048188459689,322.977661,0.49234956744983926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73996658698425,29.68650621465456]}"
202005_078E_024N_513,0.90900594,1126.0,547.0,121.0,243.0,210.0,456.0,1457.0,1884.0,1912.0,1720.0,0.19195047,6418,4096,4256.9673,7.40188,4.0948453,0.81595093,719.5307,9.866667,-15.41187506753285,-9.419379810928724,225.021454,0.4926044734893761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72949407704965,29.697460459901247]}"
202008_078E_024N_386,0.8332557,1262.0,690.0,179.0,420.0,334.0,738.0,1675.0,1893.0,1998.0,1587.0,0.10091743,8137,4728,3136.6384,5.708506,2.7929156,0.7022654,715.2941,5.7173915,-15.993477801312858,-10.72884649113413,150.95252990722656,0.49263751517022614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72784195844923,29.6645073472583]}"
202009_078E_024N_89,0.84059435,1182.5,583.0,205.5,501.5,371.5,900.0,2105.5,2368.0,2519.0,1874.5,0.1392637,6405,3952,3989.2004,6.1397266,2.8915803,0.7194519,716.6452,6.129751,-16.951299440610708,-11.223049733012754,319.982666,0.49270819429329604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78206214530427,29.70945986887132]}"
202008_078E_024N_222,0.924221,583.0,284.0,44.0,123.0,86.0,253.0,820.0,952.0,928.0,788.0,0.21085595,4748,3370,2862.3914,7.2137356,4.5116277,0.8552279,720.7252,12.814815,-15.24594836390406,-8.955918697848713,235.286575,0.49287082725236764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78213846997818,29.681711827738322]}"
202009_078E_024N_363,0.8576616,1457.0,642.0,198.0,447.0,310.0,751.0,2052.0,2438.0,2579.0,2262.0,0.2021467,7687,4324,5955.9824,7.2695045,3.6587677,0.7898433,717.4724,8.516709,-13.729637529277333,-7.024662586413737,146.311432,0.49289016537686536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76060041893905,29.68940805546496]}"
202010_078E_024N_574,0.5656801,2662.0,1881.0,697.0,923.0,1056.0,1452.0,2065.0,2311.0,2421.0,1349.0,-0.056346044,6002,2675,1744.7422,3.5115883,2.0676982,0.37688443,714.33453,2.2096775,-16.669173158579163,-10.536514499601589,26.209087371826172,0.49315749484580784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7262207237604,29.690661104575234]}"
202007_078E_024N_66,0.79183286,2184.5,1289.5,313.5,576.5,610.0,1201.0,2545.0,2892.0,2937.5,2413.5,0.032570038,13479,6033,4445.3057,5.499507,2.3339863,0.6703062,714.70715,5.0668087,-14.708369113761785,-7.541206742250511,197.834824,0.49344575123343126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7293291904816,29.731072773875812]}"
202005_078E_024N_62,0.8170999,1423.0,766.0,222.5,495.5,408.5,856.0,1950.0,2224.5,2392.0,1886.5,0.11284988,7416,5526,3738.9858,5.9451013,2.757382,0.6927086,715.29834,5.508481,-14.919965387935093,-8.78891751659073,349.342499,0.4934807632437319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76714320339234,29.724888077328558]}"
202009_078E_024N_237,0.86706346,1591.0,669.0,201.0,405.0,282.0,744.0,2221.0,2629.0,2745.0,2500.0,0.20717782,5217,3793,6717.9272,7.449172,3.6111112,0.8157147,717.66394,9.852739,-13.83171092429137,-7.210119455519121,73.48579406738281,0.4935703163759503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75248858502681,29.697679047283742]}"
202005_078E_024N_679,0.7254618,2154.0,1362.0,346.0,589.0,682.0,1160.0,1974.0,2244.0,2382.0,1491.0,-0.04605263,9745,5007,2369.6438,4.0141454,2.0095923,0.5198556,713.15234,3.1654136,-15.277168424691858,-9.278280816528996,107.432541,0.49361413947578536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7210680919151,29.68948347012719]}"
202005_078E_024N_87,0.8521892,1371.0,602.0,158.0,373.5,288.5,754.5,1923.5,2176.5,1943.0,1677.5,0.12838829,8984,4615,4058.6946,6.629872,2.8340075,0.73038745,716.4656,6.418565,-16.31530255060133,-9.772125979082006,166.022522,0.4940954442121088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74625191051246,29.72130789565468]}"
202007_078E_024N_64,0.7999737,1387.5,865.5,248.5,461.5,388.0,773.0,1690.5,1908.5,2063.0,1581.5,0.083087236,6431,5093,3063.3079,5.5416293,3.0131931,0.66871053,716.98865,5.037774,-16.80953072451616,-10.762932968072363,99.7557601928711,0.49434849242928736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73837213371093,29.73138488042631]}"
202005_078E_024N_938,0.78165275,1501.0,838.0,288.0,618.0,563.0,1027.0,2112.0,2386.0,2556.0,1956.0,0.04309715,18408,6179,3549.9841,5.0234365,2.460251,0.61728823,715.3634,4.2258654,-16.633142940842358,-9.859268982261792,143.24378967285156,0.4944174965671182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73986863662957,29.673646185842145]}"
202008_078E_024N_238,0.89464366,1066.0,484.0,116.0,228.0,152.0,480.0,1440.0,1994.0,1896.0,1652.0,0.24179104,7279,5761,4875.3125,7.701683,4.8035088,0.840188,722.1712,11.514706,-17.368780242534058,-10.914092213128956,275.071594,0.4945666355595494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7808604379393,29.680572073758846]}"
202008_078E_024N_16,0.69739705,2700.5,1799.0,428.0,731.0,798.5,1298.0,2119.0,2450.5,2478.5,1666.5,-0.06382125,4881,2133,2446.7998,3.5065994,2.090457,0.4979255,714.0272,2.9834726,-18.362925626513512,-10.823552080789188,28.94520378112793,0.49505223982259416,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80425790270456,29.711918167412996]}"
202005_078E_024N_860,0.7897517,1500.0,891.0,268.0,458.0,496.0,882.0,1797.0,2061.0,2299.0,1902.0,0.06323185,7309,4235,4139.4004,5.9696302,3.7419355,0.68321013,718.6313,5.3133335,-15.981627251862538,-9.788680430040355,49.56681442260742,0.49525219685756794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76485257868966,29.67974700874885]}"
202009_078E_024N_187,0.71120715,2028.0,1253.0,369.0,619.0,718.5,1113.5,1960.5,2239.5,2378.5,1624.0,-0.047034048,7172,3706,2326.563,3.779138,2.3336449,0.5074401,714.58746,3.060425,-13.28757991776902,-6.646963863283488,353.457306,0.4952820595247258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79300399147202,29.70211527206556]}"
202005_078E_024N_448,0.6950082,2557.0,1703.0,495.0,758.0,774.0,1401.0,2366.0,2642.0,2864.0,2170.0,0.0044753854,4595,1756,3870.5366,4.868825,2.3499222,0.57470393,715.1268,3.7026067,-17.09393564152709,-10.072233890759561,18.962797164916992,0.49551628421542326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73306870969012,29.700878661782887]}"
202005_078E_024N_397,0.7945829,1347.0,730.0,203.0,383.5,356.5,711.5,1656.0,1894.0,1977.5,1491.0,0.038934723,12842,6794,3005.108,5.2092085,2.6551871,0.63760245,715.883,4.5189085,-18.508348384023538,-13.006698183816532,249.088333,0.49575982438478616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79116830254115,29.704354525475534]}"
202005_078E_024N_337,0.83916813,1414.0,722.0,216.0,515.0,364.0,941.0,2208.0,2448.0,2653.0,2126.0,0.100961536,8030,4782,4241.682,5.887499,2.5616968,0.7075209,715.6371,5.838095,-16.759297771882725,-10.9555566913651,176.260406,0.49620373392753936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73945479656547,29.706805133191462]}"
202010_078E_024N_591,0.80161643,1301.0,694.0,228.0,487.0,377.0,794.0,1758.0,1978.0,2129.0,1709.0,0.08406524,7312,4179,3022.2783,5.785144,2.6692913,0.7113323,715.1429,5.928382,-14.637038172060482,-7.176529109974054,236.169952,0.49629079548180055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73475746769067,29.689840530516154]}"
202005_078E_024N_911,0.84676456,1044.0,534.0,187.0,509.0,325.0,853.0,1917.0,2096.0,2233.0,1738.0,0.21320495,17765,5922,3227.0515,6.236299,2.144309,0.7216274,712.92584,6.1846156,-14.650430927766669,-8.567602748051407,232.365631,0.4965801220292487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73312729217422,29.675612287694086]}"
202005_078E_024N_1053,0.7879257,1691.0,1060.0,272.0,601.0,499.0,1041.0,2002.0,2222.0,2350.0,1873.0,0.08916587,8744,5496,3642.562,5.607448,2.3944638,0.64895105,714.4434,4.6972113,-16.47649069883057,-10.757929020004818,405.748901,0.49672010361852303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74850720695841,29.66447849962169]}"
202009_078E_024N_25,0.8097117,1446.0,793.0,247.0,539.0,380.0,930.0,2103.5,2462.0,2412.0,2022.5,0.14819457,8402,4999,4824.4004,6.6907706,2.9047499,0.73800254,715.725,6.63624,-16.64376073716801,-9.925601086046514,272.829254,0.49690337056099787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79049470739817,29.717433139955364]}"
202009_078E_024N_58,0.7711101,2234.5,1349.5,313.5,619.5,621.5,1202.0,2172.5,2498.0,2470.0,1920.5,0.010616981,7397,4758,3619.2427,4.87475,2.4093878,0.61584574,715.1415,4.2062473,-17.46951108140971,-10.556405190599717,309.241974,0.49742632229915684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79391620924012,29.712275567769854]}"
202005_078E_024N_233,0.83103627,1720.5,925.0,304.5,680.5,477.0,1113.5,2785.0,3216.5,3171.5,2604.5,0.14266428,7921,5883,6000.948,6.494042,3.1627545,0.73651314,717.809,6.5912447,-16.8580067921907,-11.048558324964945,508.276337,0.49743851600387157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77272136447623,29.712532002646295]}"
202005_078E_024N_766,0.8370191,1510.0,666.0,250.0,575.0,448.0,1028.0,2425.0,2774.0,2930.0,2590.0,0.16329479,6721,4283,6039.3066,6.8609695,3.083904,0.70315266,715.9277,5.73747,-17.34968279467949,-11.519148512812508,269.010895,0.49751063786098937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.724739008793,29.685232513399544]}"
202010_078E_024N_407,0.88191044,946.5,424.0,85.5,201.0,134.5,426.0,1259.5,1432.0,1386.0,1215.0,0.2184912,5467,3062,3584.4038,7.3428383,3.0988808,0.8293135,716.22473,10.717877,-15.350457446590047,-8.900087316425834,74.939949,0.49810861628428116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75835611306357,29.703825340164332]}"
202008_078E_024N_130,0.7727897,1443.0,782.0,248.0,502.0,428.0,848.0,1981.0,2247.0,2319.0,1777.0,0.041121494,5905,3892,3403.0044,5.341815,2.9880953,0.6485393,716.3718,4.690537,-14.616542915802533,-8.503698753990529,400.126648,0.49872964778159556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78279656643355,29.691418669483486]}"
202010_078E_024N_166,0.88832164,991.5,468.0,93.5,243.0,173.5,459.0,1353.0,1609.0,1619.0,1311.0,0.20156741,3746,1951,3641.2375,7.24566,3.548492,0.80799246,717.2057,9.416273,-17.51235907795545,-11.275986529250877,236.170334,0.49887924214231105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.733821985246,29.723219957870747]}"
202010_078E_024N_616,0.78815913,1545.0,903.0,262.0,519.0,488.0,931.0,1877.0,2101.0,2225.0,1726.0,0.05845674,6875,3963,3010.187,5.156466,2.582205,0.64442533,714.8706,4.624697,-17.020473093045755,-11.343559878337793,152.161957,0.49889006922050605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.68750142339363,29.687801559259537]}"
202005_078E_024N_267,0.8375572,1177.0,606.0,230.5,556.0,389.5,856.0,1928.5,2142.5,2364.5,1948.5,0.16580059,6206,3290,3797.6895,6.4043884,3.2082853,0.7302715,716.29504,6.4639597,-16.81829310993468,-10.940910121818815,364.81311,0.49913722117477966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77972018143845,29.71079190026997]}"
202009_078E_024N_369,0.8258758,1211.0,637.0,228.0,545.0,402.0,966.0,2187.0,2483.0,2632.0,1963.0,0.12826087,11263,5487,4147.3145,5.7931275,2.763385,0.7083608,715.29724,5.8577876,-14.994153361656622,-8.73390788684621,361.106445,0.49917088426795886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77920416162134,29.68935521334443]}"
202010_078E_024N_16,0.7143698,2662.5,1776.0,444.5,772.0,860.5,1371.0,2373.5,2612.5,2755.5,1716.5,-0.06297496,6917,4595,2607.988,3.6839914,2.1330447,0.5046753,713.7351,3.0377579,-18.10363508889176,-11.555565534509961,140.896103,0.49928175995000357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74710624057822,29.73575418854368]}"
202010_078E_024N_657,0.89199257,1403.0,685.0,125.0,327.0,247.0,705.0,2004.0,2462.0,2571.0,2140.0,0.13850836,5755,3172,5570.769,7.1082573,3.738255,0.8066243,719.4643,9.342561,-16.52321467250504,-10.630552769756644,42.368927001953125,0.4998166793437334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72085546128359,29.685871863466087]}"
202010_078E_024N_178,0.81689525,1369.5,771.0,228.0,492.5,399.5,809.5,1908.0,2154.5,2243.0,1749.0,0.08060232,7326,3325,3374.1055,5.6295013,2.8017144,0.68054616,715.5526,5.2610207,-15.39412302176571,-8.219653717871504,419.302338,0.4998689881423204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76045155752874,29.722569606879247]}"
