system:index,ARVI,B11,B12,B2,B3,B4,B5,B6,B7,B8,DVI,GRVI,HH,HV,IRECI,LAI,MTCI,NDVI,REIP,RVI,VH,VV,agbd,random,.geo
202005_078E_024N_963,0.86711407,1139.0,573.0,117.0,264.0,222.0,558.0,1456.0,1699.0,1771.0,1470.0,0.106529206,6840,4049,3617.6646,6.4674635,2.8408551,0.74347335,716.6667,6.79646,-17.66500590846324,-11.178979862460908,269.759857,9.124063858689802E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74764013382375,29.67191507364421]}"
202009_078E_024N_50,0.8370502,959.0,443.0,220.5,444.5,321.5,652.5,1751.5,2158.5,2378.5,2070.5,0.15391138,7505,4173,4374.3193,6.4827642,4.001009,0.7414193,719.19543,6.7456865,-15.992662581396292,-10.393473155465474,157.644928,3.3198087758690153E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76858135534772,29.71294475986248]}"
202005_078E_024N_306,0.8891455,1552.0,665.0,182.0,440.0,277.0,822.0,2420.0,2800.0,2954.0,2708.0,0.25,7194,3988,7443.817,7.641999,3.4842658,0.83638513,717.60913,11.223826,-15.066671345266457,-8.475192432599169,96.0414047241211,7.49585128871133E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74951241550009,29.70847967858344]}"
202010_078E_024N_103,0.77637243,1466.5,865.0,261.0,538.0,468.5,888.0,1845.0,2079.5,2187.5,1548.5,0.06774635,8890,7018,3114.8662,5.317954,2.739499,0.63907284,715.7975,4.5421753,-14.304107116330858,-8.888607033019955,384.111969,0.0016269059900382299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7389285371215,29.728231831597284]}"
202009_078E_024N_543,0.854229,1407.0,638.0,203.0,483.0,378.0,873.0,2306.0,2776.0,2937.0,2631.0,0.13846155,5300,3025,5890.033,6.823006,3.4935484,0.746635,719.0442,6.89375,-17.582627933834733,-12.124814047985154,296.2918701171875,0.0016564089169093243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79611514747958,29.67958356202229]}"
202005_078E_024N_365,0.84632266,2264.0,1129.5,296.0,686.5,441.0,1253.0,3350.0,3891.5,3972.5,3082.5,0.19430804,9529,4511,6828.8467,6.904312,3.3119159,0.77533305,717.1559,7.912308,-15.46755004478697,-9.279519757541198,86.561943,0.0018318345855290463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76531038864758,29.70569514976406]}"
202007_078E_024N_75,0.784114,1620.0,874.5,298.0,556.5,425.5,946.5,2088.5,2354.5,2417.5,1817.0,0.088095754,6016,3478,3900.8774,5.7861404,3.0124888,0.68328226,716.7975,5.373498,-18.906833770432865,-13.049725150634904,287.746368,0.0018838358595040239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7559580501121,29.73064896009332]}"
202005_078E_024N_756,0.8955823,509.0,241.0,68.0,174.0,119.0,313.0,974.0,1233.0,1094.0,976.0,0.19452055,7054,5275,3389.2405,7.0623627,4.3313255,0.8147175,720.0,9.794326,-15.56319958698478,-9.53097237370014,325.707367,0.0021860542640511627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77174774661022,29.686353494448095]}"
202009_078E_024N_296,0.83741933,1202.0,557.0,198.0,413.0,366.0,768.0,2038.0,2344.0,2241.0,1868.0,0.13810557,6400,4011,5238.5273,6.3507447,3.3687944,0.7380952,718.17535,6.6363635,-17.847153200262735,-11.96422923899319,46.17143630981445,0.0022945291702108905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79361241021091,29.69445041788049]}"
202005_078E_024N_1038,0.85784656,1216.0,619.0,202.0,588.0,343.0,958.0,2292.0,2580.0,2656.0,2312.0,0.26350605,15881,5258,5327.9175,6.885021,2.7240205,0.772394,715.7496,7.7871146,-14.632922109807087,-8.52471479481535,255.259018,0.00258332699109709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75003737136997,29.666072133809397]}"
202005_078E_024N_262,0.8012086,707.5,333.5,125.0,265.5,190.0,464.0,1180.5,1442.5,1293.5,1007.5,0.14212698,9563,5912,3106.9807,5.8928957,2.8804727,0.72690976,717.3273,6.3250284,-15.49136540461918,-9.146854244445418,367.110992,0.0026331900520268903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77093175320375,29.710936212460837]}"
202007_078E_024N_88,0.823545,969.5,532.0,177.0,362.5,275.5,594.5,1423.5,1631.5,1731.0,1389.5,0.111156024,12058,6680,2861.9058,6.609229,3.1942246,0.7174728,717.29285,6.117177,-16.270312374114834,-10.355680764343434,532.919067,0.0027993909343471124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75442684921953,29.729055378304803]}"
202010_078E_024N_623,0.8378588,1191.0,566.0,195.0,524.0,382.0,853.0,1910.0,2131.0,2351.0,1865.0,0.10237849,13489,5320,3408.818,5.7994328,2.519038,0.7135358,715.53046,5.9816756,-15.223311407319752,-8.790720235148736,249.6500701904297,0.0028186095327218386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73271335486689,29.688016209408634]}"
202005_078E_024N_168,0.85892475,1584.5,786.5,183.5,422.0,337.0,775.0,2117.5,2436.0,2642.0,2101.0,0.11843088,10125,5549,4826.7627,6.731793,3.2960892,0.7611952,717.045,7.3908978,-13.641514021356317,-6.617223760256169,117.13489532470703,0.003271385773821911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74916453700311,29.715695514982816]}"
202010_078E_024N_99,0.78519344,1098.5,632.0,222.5,431.5,321.0,682.5,1518.5,1634.5,1798.5,1348.0,0.09519631,4443,3446,2499.5583,6.1753693,2.8330479,0.665856,716.6209,4.985495,-16.05164799131788,-9.417144735567195,415.110748,0.0036593742911893434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73943978414958,29.728687894800792]}"
202007_078E_024N_139,0.83255804,889.0,402.0,104.5,191.0,179.0,389.5,1023.5,1155.0,1055.5,878.5,0.12405119,4985,2866,2390.475,6.177891,3.0446033,0.69849443,716.6403,5.6335425,-17.23749597516866,-10.668512846635311,306.940826,0.0038632824613370476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74522662346044,29.720621389924002]}"
202008_078E_024N_121,0.7975482,1552.0,809.0,289.0,547.0,545.0,1009.0,2145.0,2351.0,2539.0,2003.0,0.04860661,8172,6845,3533.0864,4.8880005,2.3745317,0.62851226,714.24146,4.383758,-14.138212693610049,-7.6641572289068955,105.81267547607422,0.0038982180397334476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75849205093643,29.692772291850456]}"
202009_078E_024N_502,0.80073804,1358.0,824.0,252.0,580.0,469.0,1055.0,2055.0,2260.0,2380.0,1768.0,0.11217641,7221,4225,2786.2686,5.854665,1.9435798,0.64803004,711.9149,4.682303,-13.803026911971374,-8.01606815248563,146.630478,0.004289947698324137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73435384433685,29.68081276347748]}"
202005_078E_024N_844,0.8000769,1423.0,769.0,260.0,551.0,454.0,971.0,2048.0,2325.0,2514.0,1874.0,0.09829407,9055,4417,3665.1035,5.945241,2.6758149,0.6591994,715.476,4.8685346,-14.641223721951135,-8.373205463673346,287.424011,0.0048413687118576965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74753109118706,29.68071239065815]}"
202008_078E_024N_310,0.8765316,1017.0,468.0,123.0,259.0,177.0,517.0,1496.0,1844.0,1890.0,1614.0,0.1845238,10478,4720,4617.381,6.8899393,3.6938052,0.82012194,718.73047,10.118644,-15.210763802107328,-9.153175923023825,82.16727447509766,0.0056717440711777645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76619377277811,29.675698715424275]}"
202010_078E_024N_719,0.79693204,1450.0,821.0,240.0,459.0,436.0,781.0,1803.0,2048.0,2179.0,1692.0,0.05263158,11019,4505,3340.9224,5.349475,3.0923913,0.6599064,717.7426,4.880734,-15.467132895188646,-8.8594048650311,491.552155,0.006195854664062916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73102683111348,29.678299363048836]}"
202005_078E_024N_905,0.75827336,1341.0,796.0,263.0,464.0,430.0,782.0,1764.0,2007.0,2136.0,1697.0,0.028,9258,4226,2894.2275,5.2656484,3.383978,0.61939955,717.7645,4.254854,-15.202679355241582,-9.36861461676309,238.247177,0.006266108743802512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72356420736583,29.675971703717934]}"
202010_078E_024N_207,0.80581665,1623.5,933.5,272.0,537.5,413.5,890.5,2070.5,2345.0,2541.5,2129.5,0.13156402,5738,3047,4516.789,6.405045,3.264584,0.7190212,716.28613,6.1184163,-20.856643787940147,-15.544992717989633,697.352722,0.006512648147593336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76797087518263,29.720609420673178]}"
202010_078E_024N_416,0.8902715,902.0,384.0,99.0,246.0,152.0,476.0,1307.0,1614.0,1658.0,1531.0,0.25301206,10984,7040,3955.1074,7.4704123,3.4205608,0.83520144,717.2804,11.136029,-13.412329687847688,-6.755549901909164,102.29835510253906,0.0072811472199552085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74880714952003,29.702833072279745]}"
202009_078E_024N_541,0.843346,1419.0,712.0,203.0,439.0,379.0,795.0,1956.0,2245.0,2412.0,1961.0,0.09219858,5057,3045,4281.7896,6.16944,3.362661,0.721673,716.9849,6.1857924,-15.356668235665888,-9.373038816307888,234.987534,0.007572518597892985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77751585451851,29.67941325635339]}"
202007_078E_024N_41,0.87059116,1649.5,850.5,194.0,455.0,389.5,930.0,2445.0,2853.0,2968.0,2613.0,0.15409485,13190,5104,5955.5654,6.84696,2.9291987,0.7558234,716.4669,7.200326,-14.534975216149402,-7.65599098437292,202.048004,0.00784260104627299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72231674941703,29.73371241197651]}"
202007_078E_024N_130,0.74752575,1934.0,1229.5,311.0,572.5,566.5,974.0,1826.0,2040.5,2242.5,1523.0,0.0059595094,11214,7591,2397.8176,4.7116213,2.5492918,0.5899896,715.9219,3.8785224,-15.020534028454849,-8.59009107562367,443.624237,0.0079827028045647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73797098658656,29.722131595451856]}"
202008_078E_024N_225,0.83857614,1466.0,713.0,241.0,496.0,396.0,827.0,2187.0,2555.0,2589.0,2196.0,0.11311475,8764,6689,5155.994,6.6877694,3.814499,0.73199785,718.3897,6.4626265,-17.28127115067222,-11.098308268733993,663.5182495117188,0.008044390505635435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7909243642363,29.681566698574258]}"
202005_078E_024N_382,0.84924006,1051.0,531.5,167.5,451.0,306.0,774.0,1751.0,2023.0,2072.0,1670.0,0.15773281,7168,5726,3430.363,6.111907,2.524107,0.7357069,715.5525,6.5681777,-15.169289262598106,-8.987200003347134,366.932739,0.008613280626028952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7831501452835,29.704957887895798]}"
202010_078E_024N_411,0.87613684,1218.0,541.0,151.0,315.0,208.0,567.0,1763.0,2049.0,2198.0,1968.0,0.21722114,12239,6117,5138.935,7.555118,3.6090426,0.82254606,718.1905,10.270532,-13.818043194305204,-6.46556319017012,133.25234985351562,0.00869392891799603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74931831835416,29.703289096580697]}"
202005_078E_024N_246,0.8537568,1444.5,696.0,180.5,396.0,266.5,646.0,1948.0,2230.0,2212.5,1689.5,0.22564846,11488,5534,5316.8496,8.080324,3.1105201,0.8021313,718.2341,9.109779,-16.278345353542612,-10.257213006994824,316.79656982421875,0.008717920382051436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75283529647008,29.711443788963688]}"
202005_078E_024N_987,0.8613333,1043.0,514.0,162.0,396.0,250.0,665.0,1793.0,2017.0,2103.0,1764.0,0.1706422,10890,3478,3864.8281,6.8257647,2.9506173,0.7695054,716.18536,7.676991,-15.382970771781167,-9.146355183337839,92.692131,0.008762026021748914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73578092681564,29.66999767670832]}"
202007_078E_024N_119,0.8599074,894.5,445.0,126.5,261.0,193.0,486.5,1455.5,1785.5,1822.5,1544.5,0.21842393,3250,1817,3854.5283,7.752366,3.56609,0.79222155,717.8463,8.634954,-19.13008438853534,-12.622112149842902,280.268433,0.009125640580687766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74931666632006,29.72426965026516]}"
202008_078E_024N_43,0.8239249,1310.0,703.5,197.5,453.5,332.0,785.5,1740.0,1915.0,2017.5,1471.0,0.09778522,9429,6904,2703.2825,5.6818347,2.554377,0.6833035,715.8347,5.3160954,-16.08715830561969,-10.482535170411015,220.093658,0.00915024567221967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78857359858762,29.705233212700016]}"
202005_078E_024N_1008,0.87525356,748.0,314.0,123.0,278.0,162.0,488.0,1462.0,1722.0,1698.0,1587.0,0.23943663,6235,3089,4439.8555,6.748864,3.7567568,0.7981018,718.7589,8.905983,-19.12459201290702,-13.95479137584251,502.943573,0.010479544778368877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75284790024403,29.668580202884428]}"
202005_078E_024N_810,0.9079124,983.0,450.0,91.0,219.0,144.0,428.0,1401.0,1803.0,1707.0,1479.0,0.17741935,7396,4382,4541.5337,7.531446,4.13253,0.83995116,719.3189,11.496183,-21.13023787007011,-14.985997639432618,382.727417,0.010508101104954037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74982808203634,29.68299007089241]}"
202009_078E_024N_747,0.79884106,1582.0,902.0,268.0,564.0,474.0,998.0,2033.0,2291.0,2348.0,1835.0,0.08803165,6491,4579,3719.4736,5.577179,2.3764257,0.68268496,714.5594,5.3028846,-16.0513635523388,-9.95562255115152,234.274872,0.010831306695437637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72730836013459,29.66585581294887]}"
202009_078E_024N_695,0.81888384,1290.0,686.0,258.0,641.0,452.0,1094.0,2291.0,2428.0,2618.0,2089.0,0.19310345,9228,5377,3840.9797,6.000173,2.0442226,0.7120153,712.5969,5.9448123,-15.71788781076473,-9.85076245562774,122.081467,0.011673947964109144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7590247675688,29.67044298388478]}"
202009_078E_024N_253,0.71673393,2103.5,1446.0,345.5,577.5,651.0,1036.5,1778.5,2012.5,2047.5,1383.0,-0.060945045,6084,3263,2170.1091,3.7329583,2.4932222,0.52158886,716.38556,3.1805947,-14.58743949362881,-8.155721067878858,312.344696,0.011860292133733075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79642212995965,29.697183180823195]}"
202005_078E_024N_972,0.83880115,1020.0,496.0,179.0,445.0,301.0,659.0,1638.0,1984.0,2192.0,1840.0,0.15686275,10894,6698,3509.235,6.54038,3.0270936,0.71737087,716.1497,6.0764117,-16.187060916803024,-10.34867940699974,76.991043,0.012373139338376471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73705830444388,29.67113784863645]}"
202005_078E_024N_662,0.88416666,1584.0,706.0,174.0,394.0,269.0,732.0,2226.0,2515.0,2778.0,2346.0,0.22088353,12466,6230,5530.3667,7.5353823,3.4941936,0.8107667,718.3166,9.568966,-15.917596076005058,-9.713334169410185,254.924149,0.012460381146145783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73914088583552,29.69055912029562]}"
202009_078E_024N_310,0.68204486,2040.0,1365.0,384.0,594.0,776.0,1105.0,1807.0,2044.0,2214.0,1438.0,-0.074537866,6834,4066,2203.5342,3.6927307,2.34357,0.49972206,715.2977,2.9977777,-14.919948367980131,-8.073498790637412,115.231178,0.01250397451322205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7644286972081,29.69327900048502]}"
202009_078E_024N_680,0.81825244,1152.0,575.0,192.0,453.0,366.0,787.0,1839.0,1996.0,2162.0,1597.0,0.101673104,10349,5602,2981.2397,5.6058803,2.592965,0.6985398,715.4834,5.634375,-15.681224174589001,-8.168392267647905,157.310867,0.012520827787161903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75022871767061,29.671488314860703]}"
202005_078E_024N_671,0.8282626,2078.0,1126.0,369.0,770.0,673.0,1300.0,2993.0,3192.0,3531.0,2834.0,0.113471754,6869,3673,5669.89,6.186637,3.0278232,0.72640693,715.9222,6.310127,-14.623765695638488,-7.802265772895552,322.586914,0.012865265547027938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73888817268119,29.6901055189231]}"
202008_078E_024N_289,0.80529237,1354.0,737.0,298.0,622.0,508.0,1105.0,2207.0,2556.0,2678.0,2023.0,0.06732673,12954,6890,3719.0293,5.238198,2.4662163,0.679046,714.3732,5.2314224,-14.658316660549875,-8.491376996981248,50.88614273071289,0.012907469241621894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75868611654849,29.676982189832383]}"
202005_078E_024N_637,0.79315627,1998.0,1236.0,335.0,674.0,581.0,1217.0,2478.0,2798.0,2893.0,2373.0,0.063197024,6267,4554,4477.3096,5.6006255,2.550471,0.66652703,715.61475,4.9974875,-16.216649597429683,-10.391597246744112,19.096302032470703,0.012992942694147525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71406700270946,29.691446060285568]}"
202009_078E_024N_53,0.8564393,1161.0,505.0,168.0,430.5,257.0,727.5,1900.5,2346.5,2245.0,1866.0,0.18048981,6868,5080,4679.5264,6.4261637,3.6025069,0.7772425,718.77954,8.004791,-17.19155365916515,-11.560891587980027,234.485992,0.013007665612399189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76832845548901,29.71249121072555]}"
202009_078E_024N_146,0.84748363,1053.5,500.5,158.5,326.0,240.5,554.0,1615.5,1924.5,2080.0,1708.5,0.12431051,6764,4592,3813.5916,6.63834,3.0913665,0.7352849,717.687,6.580696,-15.319197776625062,-8.833077686649956,218.370789,0.013232291058782208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76893883619674,29.704826536890895]}"
202010_078E_024N_353,0.7012815,1718.0,984.0,290.0,450.0,592.0,886.0,1594.0,1835.0,1956.0,1351.0,-0.10932799,8581,4049,2051.6985,3.6156232,2.6842105,0.4932318,716.91754,2.9465775,-16.212735438778655,-8.541199219751423,40.24765396118164,0.013366500237075418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74563370467767,29.708668589426154]}"
202005_078E_024N_685,0.88609886,977.0,437.0,133.0,319.0,188.0,495.0,1350.0,1698.0,1847.0,1457.0,0.25396827,7064,4006,4400.6606,7.85736,3.511111,0.83457404,717.3168,11.09,-15.652875554051407,-9.055247338232759,176.672974,0.0136980036689055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73786324675596,29.689418963782074]}"
202005_078E_024N_388,0.8614793,1249.0,672.0,184.0,476.0,316.0,866.0,2166.0,2475.0,2489.0,2174.0,0.18704285,7825,6050,5352.893,6.5174274,2.8626761,0.7758744,715.7938,7.923567,-15.683822586737511,-9.98224046753473,286.242188,0.013853103302291503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73664640731056,29.704071202249736]}"
202009_078E_024N_686,0.7487537,1319.0,750.0,258.0,548.0,437.0,948.0,1820.0,1991.0,2093.0,1312.0,0.029739777,18190,6720,2282.4607,4.615645,2.0364077,0.61287224,712.6058,4.166253,-15.640170920918125,-8.600502634653294,163.031067,0.013995558080518333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75979135646145,29.671126958620764]}"
202005_078E_024N_790,0.8590108,872.0,373.0,124.0,281.0,196.0,487.0,1443.0,1660.0,1757.0,1466.0,0.18768619,9077,4442,3005.107,6.7459364,3.6330936,0.76610976,717.8823,7.5510206,-17.66336919637572,-11.666696173538728,196.785095,0.01449294439556481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72320612504919,29.683864164580974]}"
202005_078E_024N_634,0.8633457,1191.0,548.0,158.0,382.0,250.0,600.0,1724.0,2012.0,2175.0,1945.0,0.19078948,6049,4323,4711.3057,6.839225,3.4549878,0.7802591,717.54785,8.101626,-14.633953497954305,-8.226579368836195,160.284943,0.014677397912792545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75953378338815,29.692105255893303]}"
202006_078E_024N_35,0.81097233,1252.0,721.5,257.0,557.5,430.5,855.0,2013.0,2286.0,2492.0,1992.5,0.10971178,11739,4987,3616.8213,6.328952,3.1337767,0.7026739,715.39526,5.72665,-15.757725462880677,-9.19807697938635,275.078339,0.014831347403343464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76764629575884,29.72602075176207]}"
202008_078E_024N_97,0.83992285,1704.0,789.0,223.0,451.0,313.0,828.0,2447.0,2937.0,2762.0,2398.0,0.1670823,3035,2037,6638.6562,7.3315387,4.0356474,0.79481333,719.0968,8.747222,-18.4221454535562,-12.129924535880795,171.461731,0.014881860226228394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.771877150907,29.696957857669297]}"
202005_078E_024N_84,0.79144466,870.5,373.5,169.5,299.0,246.5,521.5,1268.0,1519.5,1324.5,1107.0,0.13989735,8635,4669,3137.96,6.275267,3.271854,0.6699855,717.7388,5.0621414,-15.817792808535657,-9.234675318078994,155.117599,0.0149419951611659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74676315784652,29.72176393097496]}"
202010_078E_024N_438,0.85067517,1117.0,589.0,188.0,423.0,316.0,731.0,1886.0,2131.0,2312.0,1929.0,0.14051522,8838,4399,4220.15,6.393944,3.4083486,0.75319433,718.29456,7.1035423,-15.813070029845964,-9.11049452211665,216.855469,0.014957408385598447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73669158009426,29.70046207585547]}"
202008_078E_024N_53,0.81681603,1309.0,670.5,221.0,472.5,401.5,808.0,1800.5,2116.5,2240.5,1748.0,0.071032465,8300,7116,3100.6396,5.5202255,2.7873747,0.6747724,716.5779,5.1497784,-15.962405968885944,-9.821519841130117,216.758713,0.0153034057407474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77877392552003,29.703564007619775]}"
202008_078E_024N_200,0.8604383,1224.0,675.0,129.0,293.0,223.0,580.0,1633.0,1958.0,2199.0,1848.0,0.18859649,10529,5628,5058.8643,7.821152,4.21492,0.8219829,719.85236,10.234876,-15.444337228178334,-8.932456495211607,214.7493896484375,0.015420621596789141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7477642486279,29.682744981003093]}"
202010_078E_024N_388,0.67027026,3143.0,2128.0,610.0,950.0,1130.0,1724.0,2676.0,3043.0,3107.0,2011.0,-0.064129084,10174,7155,2768.7546,3.609303,2.059925,0.45789102,713.6058,2.689295,-15.439986005970521,-9.382005417567992,24.01713752746582,0.015729198283513157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73275652749024,29.70516202045312]}"
202010_078E_024N_658,0.7676016,1203.0,657.0,192.0,372.0,332.0,739.0,1440.0,1647.0,1603.0,1215.0,0.042016808,10245,4922,2601.26,4.868187,2.596698,0.6174033,715.3941,4.227437,-14.649988379493665,-7.715063840867123,391.704376,0.01602978677542899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73945554384669,29.686050156856755]}"
202008_078E_024N_117,0.8733624,1256.0,533.0,159.0,292.0,233.0,563.0,1825.0,2143.0,2341.0,1995.0,0.17667845,9180,4346,6201.283,7.269857,4.0619307,0.8082192,718.84985,9.428572,-15.746742401617798,-9.29806420599195,261.431732,0.016166438626685098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7680429403466,29.693538264654602]}"
202010_078E_024N_341,0.7784438,1985.5,1103.5,223.0,426.0,505.0,974.0,1844.0,2187.5,2304.0,1683.0,-0.0062929294,7753,2441,3310.1792,5.201138,2.394836,0.63736206,714.442,4.516423,-17.90338347363968,-11.45569066473567,21.56589698791504,0.016594944944556378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74665327261776,29.70980623178122]}"
202005_078E_024N_98,0.8697014,1157.0,529.5,153.0,329.5,225.0,553.5,1702.5,1904.0,2052.0,1774.0,0.1839607,8123,5565,4636.0215,7.143506,3.9105911,0.78254235,718.3276,8.197541,-18.259086147588224,-12.498408706569272,257.511139,0.01661063390183859,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76228825899028,29.72033081443361]}"
202009_078E_024N_336,0.8858785,1288.0,562.0,136.0,320.0,233.0,611.0,1830.0,2143.0,2314.0,2070.0,0.21568628,8375,4059,5072.7915,7.2514887,3.397985,0.8187599,717.7299,10.035088,-16.20199677683176,-9.34494630220946,165.870087,0.01672859616776179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7455911680956,29.691297155651746]}"
202010_078E_024N_708,0.75,1504.0,905.0,308.0,556.0,584.0,929.0,1851.0,2119.0,2232.0,1589.0,-0.016064256,7959,5876,2675.6558,4.398289,2.8011205,0.5819209,716.34235,3.7837837,-17.686548969812588,-12.298359055130977,125.17123413085938,0.01695780602666308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72428786643214,29.680039429217096]}"
202006_078E_024N_76,0.83952665,1189.0,599.5,186.5,442.5,305.5,802.0,1910.0,2150.0,2174.5,1743.5,0.15448569,6848,4641,3531.483,6.322226,2.5551639,0.72963774,714.88196,6.4075747,-17.501085611112217,-11.823740894576165,33.0467643737793,0.017120374288272067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78212203638932,29.704497238083714]}"
202009_078E_024N_161,0.8649807,997.5,484.5,173.5,445.0,288.0,754.0,1900.0,2135.0,2253.0,1861.5,0.20113304,8074,6448,4063.9316,6.7877703,2.7610362,0.76992047,715.2804,7.6926727,-15.456444108506101,-9.233560767899224,334.908752,0.017301409629848497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77592896435107,29.7037633402883]}"
202009_078E_024N_322,0.8409524,1193.0,626.0,173.0,400.0,297.0,732.0,1829.0,2130.0,2225.0,1862.0,0.1451876,9014,6036,3975.2888,6.4832354,2.738806,0.7419635,715.903,6.7508416,-16.60695078839152,-11.28042384051298,335.389191,0.017604311562528396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77270709113209,29.692453567638324]}"
202008_078E_024N_338,0.8120848,1709.0,940.0,295.0,567.0,492.0,1021.0,2381.0,2771.0,2882.0,2293.0,0.073569484,6551,3491,4682.47,5.811933,3.0665584,0.6873972,717.3625,5.397895,-14.968692970814343,-9.246751758572223,109.5959701538086,0.018060438715090554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75383100584519,29.672650235294025]}"
202005_078E_024N_618,0.8603863,788.0,340.0,94.0,221.0,142.0,376.0,1099.0,1322.0,1294.0,1152.0,0.17709439,5599,3588,3274.2766,7.225964,3.554386,0.8022284,718.4071,9.112676,-16.687664295390945,-10.323262979314922,186.117615,0.01823541714467014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73239838685294,29.692525146453544]}"
202008_078E_024N_287,0.83327615,1859.0,1029.0,291.0,633.0,596.0,1185.0,2861.0,3515.0,3567.0,3055.0,0.059096176,8506,4287,7868.5557,6.0577345,3.439759,0.712434,718.12683,5.954925,-16.518644239869616,-9.477424166058759,38.19491958618164,0.01832296035478309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80492221652305,29.677632884067393]}"
202005_078E_024N_901,0.8255607,1335.0,729.0,217.0,477.0,362.0,819.0,2033.0,2310.0,2501.0,1955.0,0.114180475,6961,4946,4006.2656,6.3438506,2.9096775,0.7422501,716.18964,6.7594595,-16.1852475291924,-10.52302853876236,265.123779,0.018359360081812715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72407797558016,29.676202249682014]}"
